policy,task,official_episode_id,repeat_id,seed,horizon
dexbotic,stack,22,6,21261145,60
dexbotic,stack,23,6,21261146,60
dexbotic,stack,0,7,21261223,60
dexbotic,stack,1,7,21261224,60
dexbotic,stack,2,7,21261225,60
dexbotic,stack,3,7,21261226,60
dexbotic,stack,4,7,21261227,60
dexbotic,stack,5,7,21261228,60
dexbotic,stack,6,7,21261229,60
dexbotic,stack,7,7,21261230,60
dexbotic,stack,8,7,21261231,60
dexbotic,stack,9,7,21261232,60
dexbotic,stack,10,7,21261233,60
dexbotic,stack,11,7,21261234,60
dexbotic,stack,12,7,21261235,60
dexbotic,stack,13,7,21261236,60
dexbotic,stack,14,7,21261237,60
dexbotic,stack,15,7,21261238,60
dexbotic,stack,16,7,21261239,60
dexbotic,stack,17,7,21261240,60
dexbotic,stack,18,7,21261241,60
dexbotic,stack,19,7,21261242,60
dexbotic,stack,20,7,21261243,60
dexbotic,stack,21,7,21261244,60
dexbotic,stack,22,7,21261245,60
dexbotic,stack,23,7,21261246,60
dexbotic,stack,0,8,21261323,60
dexbotic,stack,1,8,21261324,60
dexbotic,stack,2,8,21261325,60
dexbotic,stack,3,8,21261326,60
dexbotic,stack,4,8,21261327,60
dexbotic,stack,5,8,21261328,60
dexbotic,stack,6,8,21261329,60
dexbotic,stack,7,8,21261330,60
dexbotic,stack,8,8,21261331,60
dexbotic,stack,9,8,21261332,60
dexbotic,stack,10,8,21261333,60
dexbotic,stack,11,8,21261334,60
dexbotic,stack,12,8,21261335,60
dexbotic,stack,13,8,21261336,60
dexbotic,stack,14,8,21261337,60
dexbotic,stack,15,8,21261338,60
dexbotic,stack,16,8,21261339,60
dexbotic,stack,17,8,21261340,60
dexbotic,stack,18,8,21261341,60
dexbotic,stack,19,8,21261342,60
dexbotic,stack,20,8,21261343,60
dexbotic,stack,21,8,21261344,60
dexbotic,stack,22,8,21261345,60
dexbotic,stack,23,8,21261346,60
dexbotic,stack,0,9,21261423,60
dexbotic,stack,1,9,21261424,60
dexbotic,stack,2,9,21261425,60
dexbotic,stack,3,9,21261426,60
dexbotic,stack,4,9,21261427,60
dexbotic,stack,5,9,21261428,60
dexbotic,stack,6,9,21261429,60
dexbotic,stack,7,9,21261430,60
dexbotic,stack,8,9,21261431,60
dexbotic,stack,9,9,21261432,60
dexbotic,stack,10,9,21261433,60
dexbotic,stack,11,9,21261434,60
dexbotic,stack,12,9,21261435,60
dexbotic,stack,13,9,21261436,60
dexbotic,stack,14,9,21261437,60
dexbotic,stack,15,9,21261438,60
dexbotic,stack,16,9,21261439,60
dexbotic,stack,17,9,21261440,60
dexbotic,stack,18,9,21261441,60
dexbotic,stack,19,9,21261442,60
dexbotic,stack,20,9,21261443,60
dexbotic,stack,21,9,21261444,60
dexbotic,stack,22,9,21261445,60
dexbotic,stack,23,9,21261446,60
dexbotic,stack,0,10,21261523,60
dexbotic,stack,1,10,21261524,60
dexbotic,stack,2,10,21261525,60
dexbotic,stack,3,10,21261526,60
dexbotic,stack,4,10,21261527,60
dexbotic,stack,5,10,21261528,60
dexbotic,stack,6,10,21261529,60
dexbotic,stack,7,10,21261530,60
dexbotic,stack,8,10,21261531,60
dexbotic,stack,9,10,21261532,60
dexbotic,stack,10,10,21261533,60
dexbotic,stack,11,10,21261534,60
dexbotic,stack,12,10,21261535,60
dexbotic,stack,13,10,21261536,60
dexbotic,stack,14,10,21261537,60
dexbotic,stack,15,10,21261538,60
dexbotic,stack,16,10,21261539,60
dexbotic,stack,17,10,21261540,60
dexbotic,stack,18,10,21261541,60
dexbotic,stack,19,10,21261542,60
dexbotic,stack,20,10,21261543,60
dexbotic,stack,21,10,21261544,60
dexbotic,stack,22,10,21261545,60
dexbotic,stack,23,10,21261546,60
dexbotic,stack,0,11,21261623,60
dexbotic,stack,1,11,21261624,60
dexbotic,stack,2,11,21261625,60
dexbotic,stack,3,11,21261626,60
dexbotic,stack,4,11,21261627,60
dexbotic,stack,5,11,21261628,60
dexbotic,stack,6,11,21261629,60
dexbotic,stack,7,11,21261630,60
dexbotic,stack,8,11,21261631,60
dexbotic,stack,9,11,21261632,60
dexbotic,stack,10,11,21261633,60
dexbotic,stack,11,11,21261634,60
dexbotic,stack,12,11,21261635,60
dexbotic,stack,13,11,21261636,60
dexbotic,stack,14,11,21261637,60
dexbotic,stack,15,11,21261638,60
dexbotic,stack,16,11,21261639,60
dexbotic,stack,17,11,21261640,60
dexbotic,stack,18,11,21261641,60
dexbotic,stack,19,11,21261642,60
dexbotic,stack,20,11,21261643,60
dexbotic,stack,21,11,21261644,60
dexbotic,stack,22,11,21261645,60
dexbotic,stack,23,11,21261646,60
