policy,task,official_episode_id,repeat_id,seed,horizon
dexbotic,eggplant,5,7,21291228,120
dexbotic,eggplant,6,7,21291229,120
dexbotic,eggplant,7,7,21291230,120
dexbotic,eggplant,8,7,21291231,120
dexbotic,eggplant,9,7,21291232,120
dexbotic,eggplant,10,7,21291233,120
dexbotic,eggplant,11,7,21291234,120
dexbotic,eggplant,12,7,21291235,120
dexbotic,eggplant,13,7,21291236,120
dexbotic,eggplant,14,7,21291237,120
dexbotic,eggplant,15,7,21291238,120
dexbotic,eggplant,16,7,21291239,120
dexbotic,eggplant,17,7,21291240,120
dexbotic,eggplant,18,7,21291241,120
dexbotic,eggplant,19,7,21291242,120
dexbotic,eggplant,20,7,21291243,120
dexbotic,eggplant,21,7,21291244,120
dexbotic,eggplant,22,7,21291245,120
dexbotic,eggplant,23,7,21291246,120
dexbotic,eggplant,0,8,21291323,120
dexbotic,eggplant,1,8,21291324,120
dexbotic,eggplant,2,8,21291325,120
dexbotic,eggplant,3,8,21291326,120
dexbotic,eggplant,4,8,21291327,120
dexbotic,eggplant,5,8,21291328,120
dexbotic,eggplant,6,8,21291329,120
dexbotic,eggplant,7,8,21291330,120
dexbotic,eggplant,8,8,21291331,120
dexbotic,eggplant,9,8,21291332,120
dexbotic,eggplant,10,8,21291333,120
dexbotic,eggplant,11,8,21291334,120
dexbotic,eggplant,12,8,21291335,120
dexbotic,eggplant,13,8,21291336,120
dexbotic,eggplant,14,8,21291337,120
dexbotic,eggplant,15,8,21291338,120
dexbotic,eggplant,16,8,21291339,120
dexbotic,eggplant,17,8,21291340,120
dexbotic,eggplant,18,8,21291341,120
dexbotic,eggplant,19,8,21291342,120
dexbotic,eggplant,20,8,21291343,120
dexbotic,eggplant,21,8,21291344,120
dexbotic,eggplant,22,8,21291345,120
dexbotic,eggplant,23,8,21291346,120
dexbotic,eggplant,0,9,21291423,120
dexbotic,eggplant,1,9,21291424,120
dexbotic,eggplant,2,9,21291425,120
dexbotic,eggplant,3,9,21291426,120
dexbotic,eggplant,4,9,21291427,120
dexbotic,eggplant,5,9,21291428,120
dexbotic,eggplant,6,9,21291429,120
dexbotic,eggplant,7,9,21291430,120
dexbotic,eggplant,8,9,21291431,120
dexbotic,eggplant,9,9,21291432,120
dexbotic,eggplant,10,9,21291433,120
dexbotic,eggplant,11,9,21291434,120
dexbotic,eggplant,12,9,21291435,120
dexbotic,eggplant,13,9,21291436,120
dexbotic,eggplant,14,9,21291437,120
dexbotic,eggplant,15,9,21291438,120
dexbotic,eggplant,16,9,21291439,120
dexbotic,eggplant,17,9,21291440,120
dexbotic,eggplant,18,9,21291441,120
dexbotic,eggplant,19,9,21291442,120
dexbotic,eggplant,20,9,21291443,120
dexbotic,eggplant,21,9,21291444,120
dexbotic,eggplant,22,9,21291445,120
dexbotic,eggplant,23,9,21291446,120
dexbotic,eggplant,0,10,21291523,120
dexbotic,eggplant,1,10,21291524,120
dexbotic,eggplant,2,10,21291525,120
dexbotic,eggplant,3,10,21291526,120
dexbotic,eggplant,4,10,21291527,120
dexbotic,eggplant,5,10,21291528,120
dexbotic,eggplant,6,10,21291529,120
dexbotic,eggplant,7,10,21291530,120
dexbotic,eggplant,8,10,21291531,120
dexbotic,eggplant,9,10,21291532,120
dexbotic,eggplant,10,10,21291533,120
dexbotic,eggplant,11,10,21291534,120
dexbotic,eggplant,12,10,21291535,120
dexbotic,eggplant,13,10,21291536,120
dexbotic,eggplant,14,10,21291537,120
dexbotic,eggplant,15,10,21291538,120
dexbotic,eggplant,16,10,21291539,120
dexbotic,eggplant,17,10,21291540,120
dexbotic,eggplant,18,10,21291541,120
dexbotic,eggplant,19,10,21291542,120
dexbotic,eggplant,20,10,21291543,120
dexbotic,eggplant,21,10,21291544,120
dexbotic,eggplant,22,10,21291545,120
dexbotic,eggplant,23,10,21291546,120
dexbotic,eggplant,0,11,21291623,120
dexbotic,eggplant,1,11,21291624,120
dexbotic,eggplant,2,11,21291625,120
dexbotic,eggplant,3,11,21291626,120
dexbotic,eggplant,4,11,21291627,120
dexbotic,eggplant,5,11,21291628,120
dexbotic,eggplant,6,11,21291629,120
dexbotic,eggplant,7,11,21291630,120
dexbotic,eggplant,8,11,21291631,120
dexbotic,eggplant,9,11,21291632,120
dexbotic,eggplant,10,11,21291633,120
dexbotic,eggplant,11,11,21291634,120
dexbotic,eggplant,12,11,21291635,120
dexbotic,eggplant,13,11,21291636,120
dexbotic,eggplant,14,11,21291637,120
dexbotic,eggplant,15,11,21291638,120
dexbotic,eggplant,16,11,21291639,120
dexbotic,eggplant,17,11,21291640,120
dexbotic,eggplant,18,11,21291641,120
dexbotic,eggplant,19,11,21291642,120
dexbotic,eggplant,20,11,21291643,120
dexbotic,eggplant,21,11,21291644,120
dexbotic,eggplant,22,11,21291645,120
dexbotic,eggplant,23,11,21291646,120
