policy,task,official_episode_id,repeat_id,seed,horizon
dexbotic,carrot,21,8,21271344,60
dexbotic,carrot,22,8,21271345,60
dexbotic,carrot,23,8,21271346,60
dexbotic,carrot,0,9,21271423,60
dexbotic,carrot,1,9,21271424,60
dexbotic,carrot,2,9,21271425,60
dexbotic,carrot,3,9,21271426,60
dexbotic,carrot,4,9,21271427,60
dexbotic,carrot,5,9,21271428,60
dexbotic,carrot,6,9,21271429,60
dexbotic,carrot,7,9,21271430,60
dexbotic,carrot,8,9,21271431,60
dexbotic,carrot,9,9,21271432,60
dexbotic,carrot,10,9,21271433,60
dexbotic,carrot,11,9,21271434,60
dexbotic,carrot,12,9,21271435,60
dexbotic,carrot,13,9,21271436,60
dexbotic,carrot,14,9,21271437,60
dexbotic,carrot,15,9,21271438,60
dexbotic,carrot,16,9,21271439,60
dexbotic,carrot,17,9,21271440,60
dexbotic,carrot,18,9,21271441,60
dexbotic,carrot,19,9,21271442,60
dexbotic,carrot,20,9,21271443,60
dexbotic,carrot,21,9,21271444,60
dexbotic,carrot,22,9,21271445,60
dexbotic,carrot,23,9,21271446,60
dexbotic,carrot,0,10,21271523,60
dexbotic,carrot,1,10,21271524,60
dexbotic,carrot,2,10,21271525,60
dexbotic,carrot,3,10,21271526,60
dexbotic,carrot,4,10,21271527,60
dexbotic,carrot,5,10,21271528,60
dexbotic,carrot,6,10,21271529,60
dexbotic,carrot,7,10,21271530,60
dexbotic,carrot,8,10,21271531,60
dexbotic,carrot,9,10,21271532,60
dexbotic,carrot,10,10,21271533,60
dexbotic,carrot,11,10,21271534,60
dexbotic,carrot,12,10,21271535,60
dexbotic,carrot,13,10,21271536,60
dexbotic,carrot,14,10,21271537,60
dexbotic,carrot,15,10,21271538,60
dexbotic,carrot,16,10,21271539,60
dexbotic,carrot,17,10,21271540,60
dexbotic,carrot,18,10,21271541,60
dexbotic,carrot,19,10,21271542,60
dexbotic,carrot,20,10,21271543,60
dexbotic,carrot,21,10,21271544,60
dexbotic,carrot,22,10,21271545,60
dexbotic,carrot,23,10,21271546,60
dexbotic,carrot,0,11,21271623,60
dexbotic,carrot,1,11,21271624,60
dexbotic,carrot,2,11,21271625,60
dexbotic,carrot,3,11,21271626,60
dexbotic,carrot,4,11,21271627,60
dexbotic,carrot,5,11,21271628,60
dexbotic,carrot,6,11,21271629,60
dexbotic,carrot,7,11,21271630,60
dexbotic,carrot,8,11,21271631,60
dexbotic,carrot,9,11,21271632,60
dexbotic,carrot,10,11,21271633,60
dexbotic,carrot,11,11,21271634,60
dexbotic,carrot,12,11,21271635,60
dexbotic,carrot,13,11,21271636,60
dexbotic,carrot,14,11,21271637,60
dexbotic,carrot,15,11,21271638,60
dexbotic,carrot,16,11,21271639,60
dexbotic,carrot,17,11,21271640,60
dexbotic,carrot,18,11,21271641,60
dexbotic,carrot,19,11,21271642,60
dexbotic,carrot,20,11,21271643,60
dexbotic,carrot,21,11,21271644,60
dexbotic,carrot,22,11,21271645,60
dexbotic,carrot,23,11,21271646,60
